[INFO] [launch]: All log files can be found below /home/rcv/.ros/log/2026-05-27-23-04-48-940050-rcv-NUC15CRSU9-14845
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [ros2-1]: process started with pid [14959]
[INFO] [cartographer_node-2]: process started with pid [14960]
[INFO] [cartographer_occupancy_grid_node-3]: process started with pid [14961]
[INFO] [trajectory_to_odom-4]: process started with pid [14962]
[trajectory_to_odom-4] [WARN] [1779890689.014585855] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[trajectory_to_odom-4] [WARN] [1779890689.014604901] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[cartographer_occupancy_grid_node-3] [WARN] [1779890689.031745576] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[cartographer_occupancy_grid_node-3] [WARN] [1779890689.031769062] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[trajectory_to_odom-4] [INFO] [1779890689.067411643] [trajectory_to_odom]: TrackedPoseToOdom node initialized.
[cartographer_node-2] [WARN] [1779890689.072617653] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[cartographer_node-2] [WARN] [1779890689.072633476] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[cartographer_node-2] [WARN] [1779890689.100617790] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 node.cpp:1245] Localization status: LOST
[ros2-1] [WARN] [1779890689.269843587] [rcl]: ROS_LOCALHOST_ONLY is deprecated but still honored if it is enabled. Use ROS_AUTOMATIC_DISCOVERY_RANGE and ROS_STATIC_PEERS instead.
[ros2-1] [WARN] [1779890689.269854917] [rcl]: 'localhost_only' is enabled, 'automatic_discovery_range' and 'static_peers' will be ignored.
[ros2-1] stdin is not a terminal device. Keyboard handling disabled.[INFO] [1779890689.402882771] [rosbag2_storage]: Opened database '/home/rcv/SLAM_main-SLAM_IMU_WHEEL_tun_upg/0518_2_humble/latest_0.db3' for READ_ONLY.
[cartographer_node-2] [WARN] [1779890689.847977069] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864242824 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.847985634] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.847993107] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864242998 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848019099] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848026860] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864243172 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848034575] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848042078] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864243345 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848049559] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848057107] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864243519 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848069123] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848076777] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864243692 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848089385] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848097039] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864243866 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848104763] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848112083] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864244040 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848119956] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848127535] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864244213 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848135023] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848142450] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864244387 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848150141] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848157662] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864244560 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848165208] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848172712] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864244734 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848180227] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848189958] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864244908 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848197468] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848205256] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864245081 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848213282] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848221505] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864245255 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848229678] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848237075] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864245429 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848244638] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848252162] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864245602 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848259730] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848267286] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864245776 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848274893] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848283135] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864245949 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848290529] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848298003] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864246123 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848305331] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848314631] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864246297 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848322255] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848332989] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864246470 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848341040] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848348475] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864246644 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848357992] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848365304] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864246817 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848372744] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848380081] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864246991 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848387642] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848395350] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864247165 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848403579] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848411056] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864247338 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848419282] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848426497] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864247512 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848433879] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848441896] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864247685 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848450001] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848457421] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864247859 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848465798] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848473118] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864248033 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848480612] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848488602] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864248206 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848496932] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848504298] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864248380 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848518273] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848525966] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864248554 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848536952] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848544407] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864248727 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848551889] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848559131] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864248901 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848568337] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848575788] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864249074 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848591484] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848599124] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864249248 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848606695] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848614026] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864249422 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848621688] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848629274] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864249595 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848636850] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848644219] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864249769 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848651808] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848659201] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864249942 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848666600] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848674045] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864250116 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848681686] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848689231] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864250290 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848696722] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848706191] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864250463 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848713801] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848721249] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864250637 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848728820] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848736983] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864250810 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848744476] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848751878] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864250984 (earliest: 639146960864316821)
[cartographer_node-2] [WARN] [1779890689.848759370] [cartographer logger]: W20260527 23:04:49.-2147483648 14960 pose_extrapolator.cc:67] No odometry data for time: 639146960864125786 (earliest: 639146960864316821)
